"provid","name","amphid","region_id"
"80","บางขัน","17","5"
"80","ปากพนัง","12","5"
"80","พรหมคีรี","2","5"
"80","พระพรหม","20","5"
"80","พิปูน","5","5"
"80","ร่อนพิบูลย์","13","5"
"80","ลานสกา","3","5"
"80","สิชล","14","5"
"80","หัวไทร","16","5"
"80","เชียรใหญ่","6","5"
"80","เมืองนครศรีธรรมราช","1","5"
"81","คลองท่อม","4","5"
"81","ปลายพระยา","6","5"
"81","ลำทับ","7","5"
"81","อ่าวลึก","5","5"
"81","เกาะลันตา","3","5"
"81","เขาพนม","2","5"
"81","เมืองกระบี่","1","5"
"81","เหนือคลอง","8","5"
"82","กะปง","3","5"
"82","คุระบุรี","6","5"
"82","ตะกั่วทุ่ง","4","5"
"82","ตะกั่วป่า","5","5"
"82","ทับปุด","7","5"
"82","ท้ายเหมือง","8","5"
"82","เกาะยาว","2","5"
"82","เมืองพังงา","1","5"
"83","กะทู้","2","5"
"83","ถลาง","3","5"
"83","เมืองภูเก็ต","1","5"
"84","กาญจนดิษฐ์","2","5"
"84","กิ่งอำเภอวิภาวดี","19","5"
"84","คีรีรัฐนิคม","8","5"
"84","ชัยบุรี","18","5"
"84","ดอนสัก","3","5"
"84","ท่าฉาง","11","5"
"84","ท่าชนะ","7","5"
"84","บ้านตาขุน","9","5"
"84","บ้านนาสาร","12","5"
"84","บ้านนาเดิม","13","5"
"84","พนม","10","5"
"84","พระแสง","16","5"
"84","พุนพิน","17","5"
"84","เกาะพะงัน","5","5"
"84","เกาะสมุย","4","5"
"84","เคียนซา","14","5"
"84","เมืองสุราษฎร์ธานี","1","5"
"84","เวียงสระ","15","5"
"84","ไชยา","6","5"
"85","กระบุรี","4","5"
"85","กะเปอร์","3","5"
"85","กิ่งอำเภอสุขสำราญ","5","5"
"85","ละอุ่น","2","5"
"85","เมืองระนอง","1","5"
"86","ทุ่งตะโก","8","5"
"86","ท่าแซะ","2","5"
"86","ปะทิว","3","5"
"86","พะโต๊ะ","6","5"
"86","ละแม","5","5"
"86","สวี","7","5"
"86","หลังสวน","4","5"
"86","เมืองชุมพร","1","5"
"90","กระแสสินธุ์","8","5"
"90","คลองหอยโข่ง","16","5"
"90","ควนเนียง","13","5"
"90","จะนะ","3","5"
"90","นาทวี","4","5"
"90","นาหม่อม","12","5"
"90","บางกล่ำ","14","5"
"90","ระโนด","7","5"
"90","รัตภูมิ","9","5"
"90","สทิงพระ","2","5"
"90","สะบ้าย้อย","6","5"
"90","สะเดา","10","5"
"90","สิงหนคร","15","5"
"90","หาดใหญ่","11","5"
"90","เทพา","5","5"
"90","เมืองสงขลา","1","5"
"91","กิ่งอำเภอมะนัง","7","5"
"91","ควนกาหลง","3","5"
"91","ควนโดน","2","5"
"91","ทุ่งหว้า","6","5"
"91","ท่าแพ","4","5"
"91","ละงู","5","5"
"91","เมืองสตูล","1","5"
"92","กันตัง","2","5"
"92","กิ่งอำเภอหาดสำราญ","10","5"
"92","นาโยง","8","5"
"92","ปะเหลียน","4","5"
"92","ย่านตาขาว","3","5"
"92","รัษฎา","9","5"
"92","วังวิเศษ","7","5"
"92","สิเกา","5","5"
"92","ห้วยยอด","6","5"
"92","เมืองตรัง","1","5"
"93","กงหรา","2","5"
"93","กิ่งอำเภอศรีนครินทร์","11","5"
"93","ควนขนุน","5","5"
"93","ตะโหมด","4","5"
"93","บางแก้ว","9","5"
"93","ปากพะยูน","6","5"
"93","ป่าบอน","8","5"
"93","ป่าพะยอม","10","5"
"93","ศรีบรรพต","7","5"
"93","เขาชัยสน","3","5"
"93","เมืองพัทลุง","1","5"
"94","กะพ้อ","11","5"
"94","ทุ่งยางแดง","6","5"
"94","ปะนาเระ","4","5"
"94","มายอ","5","5"
"94","ยะรัง","10","5"
"94","ยะหริ่ง","9","5"
"94","สายบุรี","7","5"
"94","หนองจิก","3","5"
"94","เมืองปัตตานี","1","5"
"94","แม่ลาน","12","5"
"94","โคกโพธิ์","2","5"
"94","ไม้แก่น","8","5"
"95","กาบัง","7","5"
"95","กิ่งอำเภอกรงปินัง","8","5"
"95","ธารโต","4","5"
"95","บันนังสตา","3","5"
"95","ยะหา","5","5"
"95","รามัน","6","5"
"95","เบตง","2","5"
"95","เมืองยะลา","1","5"
"96","จะแนะ","12","5"
"96","ตากใบ","2","5"
"96","บาเจาะ","3","5"
"96","ยี่งอ","4","5"
"96","ระแงะ","5","5"
"96","รือเสาะ","6","5"
"96","ศรีสาคร","7","5"
"96","สุคิริน","9","5"
"96","สุไหงปาดี","11","5"
"96","สุไหงโกลก","10","5"
"96","เจาะไอร้อง","13","5"
"96","เมืองนราธิวาส","1","5"
"96","แว้ง","8","5"
